,ID,Date,HomeTeam,AwayTeam,Result
980,https://www.nhl.com/gamecenter/2007020981,2008/03/01,Montréal Canadiens,New Jersey Devils,H
981,https://www.nhl.com/gamecenter/2007020982,2008/03/01,Washington Capitals,Toronto Maple Leafs,A
982,https://www.nhl.com/gamecenter/2007020983,2008/03/01,Carolina Hurricanes,Tampa Bay Lightning,H
983,https://www.nhl.com/gamecenter/2007020984,2008/03/01,Dallas Stars,Nashville Predators,A
984,https://www.nhl.com/gamecenter/2007020985,2008/03/01,St. Louis Blues,San Jose Sharks,A
985,https://www.nhl.com/gamecenter/2007020986,2008/03/01,Colorado Avalanche,Los Angeles Kings,H
986,https://www.nhl.com/gamecenter/2007020987,2008/03/01,Coyotes,Calgary Flames,A
987,https://www.nhl.com/gamecenter/2007020988,2008/03/02,Buffalo Sabres,Detroit Red Wings,A
988,https://www.nhl.com/gamecenter/2007020989,2008/03/02,New York Islanders,Florida Panthers,A
989,https://www.nhl.com/gamecenter/2007020990,2008/03/02,New York Rangers,Philadelphia Flyers,H
990,https://www.nhl.com/gamecenter/2007020991,2008/03/02,Pittsburgh Penguins,Atlanta Thrashers,H
991,https://www.nhl.com/gamecenter/2007020992,2008/03/02,Chicago Blackhawks,Vancouver Canucks,H
992,https://www.nhl.com/gamecenter/2007020993,2008/03/02,Minnesota Wild,Los Angeles Kings,H
993,https://www.nhl.com/gamecenter/2007020994,2008/03/02,Edmonton Oilers,Columbus Blue Jackets,H
994,https://www.nhl.com/gamecenter/2007020995,2008/03/03,Washington Capitals,Boston Bruins,H
995,https://www.nhl.com/gamecenter/2007020996,2008/03/03,Anaheim Ducks,Ottawa Senators,H
996,https://www.nhl.com/gamecenter/2007020997,2008/03/03,San Jose Sharks,Montréal Canadiens,H
997,https://www.nhl.com/gamecenter/2007020998,2008/03/04,Boston Bruins,Florida Panthers,A
998,https://www.nhl.com/gamecenter/2007020999,2008/03/04,New York Rangers,New York Islanders,A
999,https://www.nhl.com/gamecenter/2007021000,2008/03/04,Philadelphia Flyers,Buffalo Sabres,A
1000,https://www.nhl.com/gamecenter/2007021001,2008/03/04,Toronto Maple Leafs,New Jersey Devils,A
1001,https://www.nhl.com/gamecenter/2007021002,2008/03/04,Tampa Bay Lightning,Pittsburgh Penguins,A
1002,https://www.nhl.com/gamecenter/2007021003,2008/03/04,Minnesota Wild,Chicago Blackhawks,A
1003,https://www.nhl.com/gamecenter/2007021004,2008/03/04,St. Louis Blues,Los Angeles Kings,H
1004,https://www.nhl.com/gamecenter/2007021005,2008/03/04,Colorado Avalanche,Vancouver Canucks,H
1005,https://www.nhl.com/gamecenter/2007021006,2008/03/04,Calgary Flames,Columbus Blue Jackets,H
1006,https://www.nhl.com/gamecenter/2007021007,2008/03/04,Edmonton Oilers,Nashville Predators,A
1007,https://www.nhl.com/gamecenter/2007021008,2008/03/05,Buffalo Sabres,Washington Capitals,A
1008,https://www.nhl.com/gamecenter/2007021009,2008/03/05,Atlanta Thrashers,Carolina Hurricanes,A
1009,https://www.nhl.com/gamecenter/2007021010,2008/03/05,Detroit Red Wings,St. Louis Blues,H
1010,https://www.nhl.com/gamecenter/2007021011,2008/03/05,Chicago Blackhawks,Anaheim Ducks,H
1011,https://www.nhl.com/gamecenter/2007021012,2008/03/05,Dallas Stars,Coyotes,A
1012,https://www.nhl.com/gamecenter/2007021013,2008/03/05,San Jose Sharks,Ottawa Senators,H
1013,https://www.nhl.com/gamecenter/2007021014,2008/03/06,Boston Bruins,Toronto Maple Leafs,A
1014,https://www.nhl.com/gamecenter/2007021015,2008/03/06,New York Islanders,New York Rangers,A
1015,https://www.nhl.com/gamecenter/2007021016,2008/03/06,Philadelphia Flyers,Tampa Bay Lightning,H
1016,https://www.nhl.com/gamecenter/2007021017,2008/03/06,Carolina Hurricanes,Minnesota Wild,H
1017,https://www.nhl.com/gamecenter/2007021018,2008/03/06,Florida Panthers,Pittsburgh Penguins,H
1018,https://www.nhl.com/gamecenter/2007021019,2008/03/06,Colorado Avalanche,Anaheim Ducks,H
1019,https://www.nhl.com/gamecenter/2007021020,2008/03/06,Coyotes,Montréal Canadiens,A
1020,https://www.nhl.com/gamecenter/2007021021,2008/03/06,Vancouver Canucks,Nashville Predators,H
1021,https://www.nhl.com/gamecenter/2007021022,2008/03/06,Los Angeles Kings,Ottawa Senators,H
1022,https://www.nhl.com/gamecenter/2007021023,2008/03/07,New Jersey Devils,Tampa Bay Lightning,H
1023,https://www.nhl.com/gamecenter/2007021024,2008/03/07,Columbus Blue Jackets,Edmonton Oilers,A
1024,https://www.nhl.com/gamecenter/2007021025,2008/03/07,Atlanta Thrashers,Minnesota Wild,H
1025,https://www.nhl.com/gamecenter/2007021026,2008/03/07,Chicago Blackhawks,San Jose Sharks,A
1026,https://www.nhl.com/gamecenter/2007021027,2008/03/07,Calgary Flames,Nashville Predators,A
1027,https://www.nhl.com/gamecenter/2007021028,2008/03/08,Boston Bruins,Washington Capitals,H
1028,https://www.nhl.com/gamecenter/2007021029,2008/03/08,Los Angeles Kings,Montréal Canadiens,A
1029,https://www.nhl.com/gamecenter/2007021030,2008/03/08,Toronto Maple Leafs,New Jersey Devils,A
1030,https://www.nhl.com/gamecenter/2007021031,2008/03/08,Philadelphia Flyers,New York Islanders,H
1031,https://www.nhl.com/gamecenter/2007021032,2008/03/08,Carolina Hurricanes,Buffalo Sabres,H
1032,https://www.nhl.com/gamecenter/2007021033,2008/03/08,Florida Panthers,Atlanta Thrashers,H
1033,https://www.nhl.com/gamecenter/2007021034,2008/03/08,Colorado Avalanche,Dallas Stars,H
1034,https://www.nhl.com/gamecenter/2007021035,2008/03/08,Coyotes,Ottawa Senators,A
1035,https://www.nhl.com/gamecenter/2007021036,2008/03/08,Vancouver Canucks,St. Louis Blues,H
1036,https://www.nhl.com/gamecenter/2007021037,2008/03/09,New York Rangers,Boston Bruins,H
1037,https://www.nhl.com/gamecenter/2007021038,2008/03/09,Washington Capitals,Pittsburgh Penguins,A
1038,https://www.nhl.com/gamecenter/2007021039,2008/03/09,Detroit Red Wings,Nashville Predators,H
1039,https://www.nhl.com/gamecenter/2007021040,2008/03/09,Columbus Blue Jackets,Tampa Bay Lightning,H
1040,https://www.nhl.com/gamecenter/2007021041,2008/03/09,Chicago Blackhawks,Edmonton Oilers,A
1041,https://www.nhl.com/gamecenter/2007021042,2008/03/09,Minnesota Wild,San Jose Sharks,A
1042,https://www.nhl.com/gamecenter/2007021043,2008/03/09,Dallas Stars,Colorado Avalanche,H
1043,https://www.nhl.com/gamecenter/2007021044,2008/03/09,Anaheim Ducks,Montréal Canadiens,H
1044,https://www.nhl.com/gamecenter/2007021045,2008/03/10,Buffalo Sabres,New York Rangers,A
1045,https://www.nhl.com/gamecenter/2007021046,2008/03/10,Calgary Flames,St. Louis Blues,H
1046,https://www.nhl.com/gamecenter/2007021047,2008/03/10,Los Angeles Kings,Vancouver Canucks,A
1047,https://www.nhl.com/gamecenter/2007021048,2008/03/11,Atlanta Thrashers,Colorado Avalanche,A
1048,https://www.nhl.com/gamecenter/2007021049,2008/03/11,Toronto Maple Leafs,Philadelphia Flyers,H
1049,https://www.nhl.com/gamecenter/2007021050,2008/03/11,Montréal Canadiens,New Jersey Devils,H
1050,https://www.nhl.com/gamecenter/2007021051,2008/03/11,Ottawa Senators,Boston Bruins,H
1051,https://www.nhl.com/gamecenter/2007021052,2008/03/11,Tampa Bay Lightning,New York Islanders,H
1052,https://www.nhl.com/gamecenter/2007021053,2008/03/11,Detroit Red Wings,Chicago Blackhawks,H
1053,https://www.nhl.com/gamecenter/2007021054,2008/03/11,Nashville Predators,San Jose Sharks,A
1054,https://www.nhl.com/gamecenter/2007021055,2008/03/11,Edmonton Oilers,St. Louis Blues,H
1055,https://www.nhl.com/gamecenter/2007021056,2008/03/11,Coyotes,Anaheim Ducks,H
1056,https://www.nhl.com/gamecenter/2007021057,2008/03/12,Philadelphia Flyers,Toronto Maple Leafs,A
1057,https://www.nhl.com/gamecenter/2007021058,2008/03/12,Washington Capitals,Calgary Flames,H
1058,https://www.nhl.com/gamecenter/2007021059,2008/03/12,Pittsburgh Penguins,Buffalo Sabres,H
1059,https://www.nhl.com/gamecenter/2007021060,2008/03/12,Florida Panthers,New York Islanders,H
1060,https://www.nhl.com/gamecenter/2007021061,2008/03/12,Chicago Blackhawks,Carolina Hurricanes,A
1061,https://www.nhl.com/gamecenter/2007021062,2008/03/12,Anaheim Ducks,Vancouver Canucks,H
1062,https://www.nhl.com/gamecenter/2007021063,2008/03/13,Boston Bruins,Tampa Bay Lightning,A
1063,https://www.nhl.com/gamecenter/2007021064,2008/03/13,Atlanta Thrashers,Calgary Flames,H
1064,https://www.nhl.com/gamecenter/2007021065,2008/03/13,Montréal Canadiens,Ottawa Senators,A
1065,https://www.nhl.com/gamecenter/2007021066,2008/03/13,Detroit Red Wings,Dallas Stars,H
1066,https://www.nhl.com/gamecenter/2007021067,2008/03/13,Nashville Predators,Los Angeles Kings,A
1067,https://www.nhl.com/gamecenter/2007021068,2008/03/13,Minnesota Wild,New Jersey Devils,A
1068,https://www.nhl.com/gamecenter/2007021069,2008/03/13,Colorado Avalanche,Edmonton Oilers,H
1069,https://www.nhl.com/gamecenter/2007021070,2008/03/13,Coyotes,Vancouver Canucks,H
1070,https://www.nhl.com/gamecenter/2007021071,2008/03/14,Washington Capitals,Atlanta Thrashers,H
1071,https://www.nhl.com/gamecenter/2007021072,2008/03/14,Columbus Blue Jackets,Chicago Blackhawks,A
1072,https://www.nhl.com/gamecenter/2007021073,2008/03/14,Buffalo Sabres,Carolina Hurricanes,H
1073,https://www.nhl.com/gamecenter/2007021074,2008/03/14,Florida Panthers,New York Rangers,H
1074,https://www.nhl.com/gamecenter/2007021075,2008/03/14,San Jose Sharks,St. Louis Blues,H
1075,https://www.nhl.com/gamecenter/2007021076,2008/03/15,Boston Bruins,Philadelphia Flyers,H
1076,https://www.nhl.com/gamecenter/2007021077,2008/03/15,Detroit Red Wings,Nashville Predators,A
1077,https://www.nhl.com/gamecenter/2007021078,2008/03/15,Colorado Avalanche,New Jersey Devils,A
1078,https://www.nhl.com/gamecenter/2007021079,2008/03/15,Toronto Maple Leafs,Buffalo Sabres,A
1079,https://www.nhl.com/gamecenter/2007021080,2008/03/15,Montréal Canadiens,New York Islanders,H
1080,https://www.nhl.com/gamecenter/2007021081,2008/03/15,Tampa Bay Lightning,New York Rangers,H
1081,https://www.nhl.com/gamecenter/2007021082,2008/03/15,Minnesota Wild,Los Angeles Kings,H
1082,https://www.nhl.com/gamecenter/2007021083,2008/03/15,Dallas Stars,Vancouver Canucks,A
1083,https://www.nhl.com/gamecenter/2007021084,2008/03/15,Coyotes,Edmonton Oilers,A
1084,https://www.nhl.com/gamecenter/2007021085,2008/03/15,Anaheim Ducks,St. Louis Blues,H
1085,https://www.nhl.com/gamecenter/2007021086,2008/03/16,Pittsburgh Penguins,Philadelphia Flyers,H
1086,https://www.nhl.com/gamecenter/2007021087,2008/03/16,Washington Capitals,Boston Bruins,H
1087,https://www.nhl.com/gamecenter/2007021088,2008/03/16,Carolina Hurricanes,Ottawa Senators,H
1088,https://www.nhl.com/gamecenter/2007021089,2008/03/16,Columbus Blue Jackets,Detroit Red Wings,H
1089,https://www.nhl.com/gamecenter/2007021090,2008/03/16,Chicago Blackhawks,Calgary Flames,A
1090,https://www.nhl.com/gamecenter/2007021091,2008/03/16,Florida Panthers,Atlanta Thrashers,H
1091,https://www.nhl.com/gamecenter/2007021092,2008/03/16,San Jose Sharks,Edmonton Oilers,A
1092,https://www.nhl.com/gamecenter/2007021093,2008/03/17,Minnesota Wild,Colorado Avalanche,H
1093,https://www.nhl.com/gamecenter/2007021094,2008/03/17,Vancouver Canucks,Coyotes,H
1094,https://www.nhl.com/gamecenter/2007021095,2008/03/18,New York Islanders,Toronto Maple Leafs,A
1095,https://www.nhl.com/gamecenter/2007021096,2008/03/18,New York Rangers,Pittsburgh Penguins,H
1096,https://www.nhl.com/gamecenter/2007021097,2008/03/18,Philadelphia Flyers,Atlanta Thrashers,H
1097,https://www.nhl.com/gamecenter/2007021098,2008/03/18,Columbus Blue Jackets,Calgary Flames,H
1098,https://www.nhl.com/gamecenter/2007021099,2008/03/18,Montréal Canadiens,St. Louis Blues,A
1099,https://www.nhl.com/gamecenter/2007021100,2008/03/18,Nashville Predators,Washington Capitals,A
1100,https://www.nhl.com/gamecenter/2007021101,2008/03/18,Edmonton Oilers,Coyotes,H
1101,https://www.nhl.com/gamecenter/2007021102,2008/03/18,Los Angeles Kings,San Jose Sharks,A
1102,https://www.nhl.com/gamecenter/2007021103,2008/03/19,Buffalo Sabres,Tampa Bay Lightning,H
1103,https://www.nhl.com/gamecenter/2007021104,2008/03/19,New Jersey Devils,New York Rangers,A
1104,https://www.nhl.com/gamecenter/2007021105,2008/03/19,Atlanta Thrashers,Carolina Hurricanes,A
1105,https://www.nhl.com/gamecenter/2007021106,2008/03/19,Detroit Red Wings,Columbus Blue Jackets,H
1106,https://www.nhl.com/gamecenter/2007021107,2008/03/19,Chicago Blackhawks,Washington Capitals,H
1107,https://www.nhl.com/gamecenter/2007021108,2008/03/19,Dallas Stars,Anaheim Ducks,A
1108,https://www.nhl.com/gamecenter/2007021109,2008/03/19,San Jose Sharks,Minnesota Wild,H
1109,https://www.nhl.com/gamecenter/2007021110,2008/03/20,Boston Bruins,Montréal Canadiens,A
1110,https://www.nhl.com/gamecenter/2007021111,2008/03/20,Ottawa Senators,St. Louis Blues,H
1111,https://www.nhl.com/gamecenter/2007021112,2008/03/20,Pittsburgh Penguins,Tampa Bay Lightning,H
1112,https://www.nhl.com/gamecenter/2007021113,2008/03/20,Florida Panthers,Carolina Hurricanes,A
1113,https://www.nhl.com/gamecenter/2007021114,2008/03/20,Nashville Predators,Detroit Red Wings,A
1114,https://www.nhl.com/gamecenter/2007021115,2008/03/20,Calgary Flames,Colorado Avalanche,H
1115,https://www.nhl.com/gamecenter/2007021116,2008/03/20,Edmonton Oilers,Vancouver Canucks,A
1116,https://www.nhl.com/gamecenter/2007021117,2008/03/20,Coyotes,Los Angeles Kings,A
1117,https://www.nhl.com/gamecenter/2007021118,2008/03/21,New Jersey Devils,New York Islanders,A
1118,https://www.nhl.com/gamecenter/2007021119,2008/03/21,Philadelphia Flyers,New York Rangers,H
1119,https://www.nhl.com/gamecenter/2007021120,2008/03/21,Buffalo Sabres,Toronto Maple Leafs,A
1120,https://www.nhl.com/gamecenter/2007021121,2008/03/21,Atlanta Thrashers,Washington Capitals,A
1121,https://www.nhl.com/gamecenter/2007021122,2008/03/21,Vancouver Canucks,Minnesota Wild,A
1122,https://www.nhl.com/gamecenter/2007021123,2008/03/21,San Jose Sharks,Anaheim Ducks,H
1123,https://www.nhl.com/gamecenter/2007021124,2008/03/22,Nashville Predators,Chicago Blackhawks,H
1124,https://www.nhl.com/gamecenter/2007021125,2008/03/22,Dallas Stars,Los Angeles Kings,A
1125,https://www.nhl.com/gamecenter/2007021126,2008/03/22,Edmonton Oilers,Colorado Avalanche,H
1126,https://www.nhl.com/gamecenter/2007021127,2008/03/22,Montréal Canadiens,Boston Bruins,H
1127,https://www.nhl.com/gamecenter/2007021128,2008/03/22,Ottawa Senators,Toronto Maple Leafs,A
1128,https://www.nhl.com/gamecenter/2007021129,2008/03/22,Florida Panthers,Tampa Bay Lightning,H
1129,https://www.nhl.com/gamecenter/2007021130,2008/03/22,Columbus Blue Jackets,Detroit Red Wings,A
1130,https://www.nhl.com/gamecenter/2007021131,2008/03/22,Pittsburgh Penguins,New Jersey Devils,H
1131,https://www.nhl.com/gamecenter/2007021132,2008/03/22,Calgary Flames,Minnesota Wild,H
1132,https://www.nhl.com/gamecenter/2007021133,2008/03/22,Coyotes,Anaheim Ducks,A
1133,https://www.nhl.com/gamecenter/2007021134,2008/03/23,Chicago Blackhawks,St. Louis Blues,H
1134,https://www.nhl.com/gamecenter/2007021135,2008/03/23,Philadelphia Flyers,New York Islanders,H
1135,https://www.nhl.com/gamecenter/2007021136,2008/03/24,New York Islanders,Pittsburgh Penguins,H
1136,https://www.nhl.com/gamecenter/2007021137,2008/03/24,Montréal Canadiens,Ottawa Senators,H
1137,https://www.nhl.com/gamecenter/2007021138,2008/03/24,Colorado Avalanche,Calgary Flames,H
1138,https://www.nhl.com/gamecenter/2007021139,2008/03/24,Edmonton Oilers,Minnesota Wild,H
1139,https://www.nhl.com/gamecenter/2007021140,2008/03/25,Buffalo Sabres,Ottawa Senators,A
1140,https://www.nhl.com/gamecenter/2007021141,2008/03/25,New Jersey Devils,Pittsburgh Penguins,A
1141,https://www.nhl.com/gamecenter/2007021142,2008/03/25,New York Rangers,Philadelphia Flyers,A
1142,https://www.nhl.com/gamecenter/2007021143,2008/03/25,Carolina Hurricanes,Washington Capitals,A
1143,https://www.nhl.com/gamecenter/2007021144,2008/03/25,Toronto Maple Leafs,Boston Bruins,A
1144,https://www.nhl.com/gamecenter/2007021145,2008/03/25,Tampa Bay Lightning,Florida Panthers,H
1145,https://www.nhl.com/gamecenter/2007021146,2008/03/25,Nashville Predators,Columbus Blue Jackets,H
1146,https://www.nhl.com/gamecenter/2007021147,2008/03/25,St. Louis Blues,Detroit Red Wings,A
1147,https://www.nhl.com/gamecenter/2007021148,2008/03/25,Calgary Flames,Vancouver Canucks,H
1148,https://www.nhl.com/gamecenter/2007021149,2008/03/25,Coyotes,San Jose Sharks,H
1149,https://www.nhl.com/gamecenter/2007021150,2008/03/26,Columbus Blue Jackets,Chicago Blackhawks,H
1150,https://www.nhl.com/gamecenter/2007021151,2008/03/26,Minnesota Wild,Edmonton Oilers,H
1151,https://www.nhl.com/gamecenter/2007021152,2008/03/26,Colorado Avalanche,Vancouver Canucks,H
1152,https://www.nhl.com/gamecenter/2007021153,2008/03/26,Anaheim Ducks,Los Angeles Kings,H
1153,https://www.nhl.com/gamecenter/2007021154,2008/03/27,Boston Bruins,Toronto Maple Leafs,H
1154,https://www.nhl.com/gamecenter/2007021155,2008/03/27,New York Rangers,New Jersey Devils,H
1155,https://www.nhl.com/gamecenter/2007021156,2008/03/27,Ottawa Senators,Buffalo Sabres,A
1156,https://www.nhl.com/gamecenter/2007021157,2008/03/27,Pittsburgh Penguins,New York Islanders,H
1157,https://www.nhl.com/gamecenter/2007021158,2008/03/27,Tampa Bay Lightning,Washington Capitals,A
1158,https://www.nhl.com/gamecenter/2007021159,2008/03/27,Florida Panthers,Atlanta Thrashers,A
1159,https://www.nhl.com/gamecenter/2007021160,2008/03/27,Los Angeles Kings,Coyotes,H
1160,https://www.nhl.com/gamecenter/2007021161,2008/03/27,San Jose Sharks,Dallas Stars,H
1161,https://www.nhl.com/gamecenter/2007021162,2008/03/28,New Jersey Devils,Philadelphia Flyers,H
1162,https://www.nhl.com/gamecenter/2007021163,2008/03/28,Carolina Hurricanes,Atlanta Thrashers,H
1163,https://www.nhl.com/gamecenter/2007021164,2008/03/28,Columbus Blue Jackets,Nashville Predators,A
1164,https://www.nhl.com/gamecenter/2007021165,2008/03/28,Buffalo Sabres,Montréal Canadiens,A
1165,https://www.nhl.com/gamecenter/2007021166,2008/03/28,Detroit Red Wings,St. Louis Blues,A
1166,https://www.nhl.com/gamecenter/2007021167,2008/03/28,Minnesota Wild,Vancouver Canucks,H
1167,https://www.nhl.com/gamecenter/2007021168,2008/03/28,Colorado Avalanche,Edmonton Oilers,H
1168,https://www.nhl.com/gamecenter/2007021169,2008/03/28,Anaheim Ducks,San Jose Sharks,A
1169,https://www.nhl.com/gamecenter/2007021170,2008/03/29,Boston Bruins,Ottawa Senators,H
1170,https://www.nhl.com/gamecenter/2007021171,2008/03/29,Los Angeles Kings,Dallas Stars,A
1171,https://www.nhl.com/gamecenter/2007021172,2008/03/29,Toronto Maple Leafs,Montréal Canadiens,H
1172,https://www.nhl.com/gamecenter/2007021173,2008/03/29,New York Islanders,Philadelphia Flyers,A
1173,https://www.nhl.com/gamecenter/2007021174,2008/03/29,Florida Panthers,Washington Capitals,A
1174,https://www.nhl.com/gamecenter/2007021175,2008/03/29,Tampa Bay Lightning,Carolina Hurricanes,H
1175,https://www.nhl.com/gamecenter/2007021176,2008/03/29,St. Louis Blues,Chicago Blackhawks,A
1176,https://www.nhl.com/gamecenter/2007021177,2008/03/29,Calgary Flames,Edmonton Oilers,A
1177,https://www.nhl.com/gamecenter/2007021178,2008/03/30,Buffalo Sabres,Boston Bruins,H
1178,https://www.nhl.com/gamecenter/2007021179,2008/03/30,Pittsburgh Penguins,New York Rangers,H
1179,https://www.nhl.com/gamecenter/2007021180,2008/03/30,Detroit Red Wings,Nashville Predators,H
1180,https://www.nhl.com/gamecenter/2007021181,2008/03/30,Minnesota Wild,Colorado Avalanche,H
1181,https://www.nhl.com/gamecenter/2007021182,2008/03/30,Chicago Blackhawks,Columbus Blue Jackets,H
1182,https://www.nhl.com/gamecenter/2007021183,2008/03/30,Anaheim Ducks,Dallas Stars,H
1183,https://www.nhl.com/gamecenter/2007021184,2008/03/30,San Jose Sharks,Coyotes,H
1184,https://www.nhl.com/gamecenter/2007021185,2008/03/30,Vancouver Canucks,Calgary Flames,H
1185,https://www.nhl.com/gamecenter/2007021186,2008/03/31,New York Rangers,Pittsburgh Penguins,H
1186,https://www.nhl.com/gamecenter/2007021187,2008/03/31,Tampa Bay Lightning,Atlanta Thrashers,A
1187,https://www.nhl.com/gamecenter/2007021188,2008/04/01,New York Islanders,New Jersey Devils,A
1188,https://www.nhl.com/gamecenter/2007021189,2008/04/01,Washington Capitals,Carolina Hurricanes,H
1189,https://www.nhl.com/gamecenter/2007021190,2008/04/01,Atlanta Thrashers,Florida Panthers,A
1190,https://www.nhl.com/gamecenter/2007021191,2008/04/01,Toronto Maple Leafs,Buffalo Sabres,A
1191,https://www.nhl.com/gamecenter/2007021192,2008/04/01,Ottawa Senators,Montréal Canadiens,A
1192,https://www.nhl.com/gamecenter/2007021193,2008/04/01,St. Louis Blues,Nashville Predators,A
1193,https://www.nhl.com/gamecenter/2007021194,2008/04/01,Edmonton Oilers,Calgary Flames,A
1194,https://www.nhl.com/gamecenter/2007021195,2008/04/01,Vancouver Canucks,Colorado Avalanche,A
1195,https://www.nhl.com/gamecenter/2007021196,2008/04/01,San Jose Sharks,Los Angeles Kings,H
1196,https://www.nhl.com/gamecenter/2007021197,2008/04/02,New Jersey Devils,Boston Bruins,H
1197,https://www.nhl.com/gamecenter/2007021198,2008/04/02,Carolina Hurricanes,Tampa Bay Lightning,H
1198,https://www.nhl.com/gamecenter/2007021199,2008/04/02,Pittsburgh Penguins,Philadelphia Flyers,H
1199,https://www.nhl.com/gamecenter/2007021200,2008/04/02,Chicago Blackhawks,Detroit Red Wings,H
1200,https://www.nhl.com/gamecenter/2007021201,2008/04/03,New York Islanders,New York Rangers,A
1201,https://www.nhl.com/gamecenter/2007021202,2008/04/03,Washington Capitals,Tampa Bay Lightning,H
1202,https://www.nhl.com/gamecenter/2007021203,2008/04/03,Toronto Maple Leafs,Ottawa Senators,A
1203,https://www.nhl.com/gamecenter/2007021204,2008/04/03,Montréal Canadiens,Buffalo Sabres,H
1204,https://www.nhl.com/gamecenter/2007021205,2008/04/03,Detroit Red Wings,Columbus Blue Jackets,H
1205,https://www.nhl.com/gamecenter/2007021206,2008/04/03,Nashville Predators,St. Louis Blues,H
1206,https://www.nhl.com/gamecenter/2007021207,2008/04/03,Minnesota Wild,Calgary Flames,H
1207,https://www.nhl.com/gamecenter/2007021208,2008/04/03,Vancouver Canucks,Edmonton Oilers,A
1208,https://www.nhl.com/gamecenter/2007021209,2008/04/03,Coyotes,Dallas Stars,A
1209,https://www.nhl.com/gamecenter/2007021210,2008/04/03,Los Angeles Kings,San Jose Sharks,H
1210,https://www.nhl.com/gamecenter/2007021211,2008/04/04,New York Rangers,New York Islanders,A
1211,https://www.nhl.com/gamecenter/2007021212,2008/04/04,Philadelphia Flyers,New Jersey Devils,H
1212,https://www.nhl.com/gamecenter/2007021213,2008/04/04,Carolina Hurricanes,Florida Panthers,A
1213,https://www.nhl.com/gamecenter/2007021214,2008/04/04,Ottawa Senators,Boston Bruins,A
1214,https://www.nhl.com/gamecenter/2007021215,2008/04/04,Chicago Blackhawks,Nashville Predators,H
1215,https://www.nhl.com/gamecenter/2007021216,2008/04/04,Dallas Stars,Coyotes,A
1216,https://www.nhl.com/gamecenter/2007021217,2008/04/05,St. Louis Blues,Columbus Blue Jackets,H
1217,https://www.nhl.com/gamecenter/2007021218,2008/04/05,Los Angeles Kings,Anaheim Ducks,A
1218,https://www.nhl.com/gamecenter/2007021219,2008/04/05,Boston Bruins,Buffalo Sabres,A
1219,https://www.nhl.com/gamecenter/2007021220,2008/04/05,Montréal Canadiens,Toronto Maple Leafs,H
1220,https://www.nhl.com/gamecenter/2007021221,2008/04/05,Washington Capitals,Florida Panthers,H
1221,https://www.nhl.com/gamecenter/2007021222,2008/04/05,Atlanta Thrashers,Tampa Bay Lightning,H
1222,https://www.nhl.com/gamecenter/2007021223,2008/04/05,Vancouver Canucks,Calgary Flames,A
1223,https://www.nhl.com/gamecenter/2007021224,2008/04/06,New Jersey Devils,New York Rangers,H
1224,https://www.nhl.com/gamecenter/2007021225,2008/04/06,Philadelphia Flyers,Pittsburgh Penguins,H
1225,https://www.nhl.com/gamecenter/2007021226,2008/04/06,Detroit Red Wings,Chicago Blackhawks,H
1226,https://www.nhl.com/gamecenter/2007021227,2008/04/06,Columbus Blue Jackets,St. Louis Blues,A
1227,https://www.nhl.com/gamecenter/2007021228,2008/04/06,Colorado Avalanche,Minnesota Wild,H
1228,https://www.nhl.com/gamecenter/2007021229,2008/04/06,Dallas Stars,San Jose Sharks,H
1229,https://www.nhl.com/gamecenter/2007021230,2008/04/06,Anaheim Ducks,Coyotes,H
1230,https://www.nhl.com/gamecenter/2008020001,2008/10/04,Tampa Bay Lightning,New York Rangers,A
1231,https://www.nhl.com/gamecenter/2008020002,2008/10/04,Ottawa Senators,Pittsburgh Penguins,A
1232,https://www.nhl.com/gamecenter/2008020003,2008/10/05,New York Rangers,Tampa Bay Lightning,H
1233,https://www.nhl.com/gamecenter/2008020004,2008/10/05,Pittsburgh Penguins,Ottawa Senators,A
1234,https://www.nhl.com/gamecenter/2008020005,2008/10/09,Detroit Red Wings,Toronto Maple Leafs,A
1235,https://www.nhl.com/gamecenter/2008020006,2008/10/09,Colorado Avalanche,Boston Bruins,A
1236,https://www.nhl.com/gamecenter/2008020007,2008/10/09,Vancouver Canucks,Calgary Flames,H
1237,https://www.nhl.com/gamecenter/2008020008,2008/10/09,San Jose Sharks,Anaheim Ducks,H
1238,https://www.nhl.com/gamecenter/2008020009,2008/10/10,New Jersey Devils,New York Islanders,H
1239,https://www.nhl.com/gamecenter/2008020010,2008/10/10,New York Rangers,Chicago Blackhawks,H
1240,https://www.nhl.com/gamecenter/2008020011,2008/10/10,Carolina Hurricanes,Florida Panthers,H
1241,https://www.nhl.com/gamecenter/2008020012,2008/10/10,Buffalo Sabres,Montréal Canadiens,H
1242,https://www.nhl.com/gamecenter/2008020013,2008/10/10,Atlanta Thrashers,Washington Capitals,H
1243,https://www.nhl.com/gamecenter/2008020014,2008/10/10,St. Louis Blues,Nashville Predators,H
1244,https://www.nhl.com/gamecenter/2008020015,2008/10/10,Dallas Stars,Columbus Blue Jackets,A
1245,https://www.nhl.com/gamecenter/2008020016,2008/10/11,Toronto Maple Leafs,Montréal Canadiens,A
1246,https://www.nhl.com/gamecenter/2008020017,2008/10/11,Ottawa Senators,Detroit Red Wings,A
1247,https://www.nhl.com/gamecenter/2008020018,2008/10/11,New York Islanders,St. Louis Blues,H
1248,https://www.nhl.com/gamecenter/2008020019,2008/10/11,Philadelphia Flyers,New York Rangers,A
